"id,""submitdate"",""lastpage"",""startlanguage"",""seed"",""startdate"",""datestamp"",""edad"",""sex"",""pais"",""tipouni"",""perfil"",""exed"",""area"",""acreedu"",""exin"",""acreinv"",""grupoinv"",""nart"",""autprin"",""njcr"",""envnohh[SQ001]"",""envnohh[SQ002]"",""envnohh[SQ005]"",""envnohh[SQ003]"",""envnohh[SQ004]"",""pubnohh"",""mot[SQ001]"",""mot[SQ002]"",""mot[SQ003]"",""mot[SQ004]"",""mot[SQ005]"",""mot[SQ006]"",""mot[SQ007]"",""mot[SQ008]"",""mot[SQ009]"",""mot[SQ010]"",""priorpub"",""util"",""pract[SQ001]"",""pract[SQ002]"",""pract[SQ003]"",""pract[SQ004]"",""pract[SQ005]"",""pract[SQ006]"",""pract[SQ007]"",""pract[SQ008]"",""pract[SQ009]"",""pract[SQ010]"",""pract[SQ011]"",""pract[SQ012]"",""pract[SQ013]"",""pract[SQ014]"",""pract[SQ015]"",""pract[SQ016]"",""pract[SQ017]"",""pract[SQ018]"",""pract[SQ019]"",""pract[SQ020]"",""pract[SQ021]"",""pract[SQ022]"",""pract[SQ023]"",""pract[SQ024]"",""pract[SQ025]"",""pract[SQ026]"",""pract[SQ027]"",""pract[SQ028]"",""malaspr[SQ001]"",""malaspr[SQ002]"",""malaspr[SQ003]"",""malaspr[SQ004]"",""malaspr[SQ005]"",""malaspr[SQ006]"",""malaspr[SQ007]"",""malaspr[SQ008]"",""malaspr[SQ009]"",""malaspr[SQ010]"",""malaspr[SQ011]"",""malaspr[SQ012]"",""malaspr[SQ013]"",""malaspr[SQ014]"",""malaspr[SQ015]"",""malaspr[SQ016]"",""malaspr[SQ017]"",""malaspr[SQ018]"",""malaspr[SQ019]"",""malaspr[SQ020]"",""malaspr[SQ021]"",""malaspr[SQ022]"",""malaspr[SQ023]"",""malaspr[SQ024]"",""malaspr[SQ025]"",""malaspr[SQ026]"",""malaspr[SQ027]"",""malaspr[SQ028]"",""otro"",""interviewtime"",""groupTime6820"",""edadTime"",""sexTime"",""paisTime"",""tipouniTime"",""perfilTime"",""exedTime"",""areaTime"",""acreeduTime"",""exinTime"",""acreinvTime"",""grupoinvTime"",""nartTime"",""autprinTime"",""njcrTime"",""groupTime7823"",""envnohhTime"",""pubnohhTime"",""motTime"",""priorpubTime"",""utilTime"",""practTime"",""malasprTime"",""otroTime""";
"976,""2022-02-18 14:35:01"",""22"",""es"",""1683834502"",""2022-02-18 13:50:01"",""2022-02-18 14:35:01"",""48"",""0"",""A57"",""A1"",""A2"",""0"",""A18"",""2"",""20"",""2"",""1"",""52"",""25"",""52"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"","""",""2708.71"","""",""8.15"",""5.58"",""17.76"",""7.92"",""9.34"",""17.72"",""19.35"",""5.85"",""12.99"",""10.04"",""6.44"",""7.19"",""14.09"",""10.19"","""",""10.9"",""12.02"",""1902.41"",""24.02"",""11.14"",""215.85"",""361.06"",""18.7""";
"978,""2022-02-19 03:46:43"",""22"",""es"",""1813474156"",""2022-02-19 02:51:49"",""2022-02-19 03:46:43"",""37"",""1"",""A189"",""A1"","""",""3"",""A4"",""2"",""10"",""2"",""1"",""5"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""3304.53"","""",""15.52"",""11.63"",""13.19"",""15.25"",""32.49"",""38.25"",""44.82"",""22"",""27.87"",""10.06"",""11.94"",""13.2"",""19.77"",""233.51"","""",""100.78"",""17.59"",""105.91"",""39.19"",""17.13"",""377.42"",""209.65"",""1927.36""";
"979,""2022-02-19 04:09:02"",""22"",""es"",""650851411"",""2022-02-19 03:44:24"",""2022-02-19 04:09:02"",""65"",""1"",""A139"",""A1"",""A3"",""35"",""A26"",""2"",""35"",""1"",""1"",""50"",""20"",""30"",""1"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""1283.71"","""",""20.24"",""10.44"",""15.68"",""14.75"",""27.36"",""29.82"",""66.68"",""14.74"",""22.31"",""8.97"",""17.14"",""9.06"",""36.68"",""43.45"","""",""126.36"",""52.08"",""62.86"",""106.75"",""48.61"",""382.6"",""152.34"",""14.79""";
"980,""2022-02-19 07:19:05"",""22"",""es"",""1312942349"",""2022-02-19 07:04:34"",""2022-02-19 07:19:05"",""47"",""1"",""A117"",""A1"",""A3"",""9"",""A20"",""1"",""17"",""1"",""1"",""101"",""8"",""91"",""1"",""2"",""2"",""2"",""2"",""A1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""Me parecen todas preguntas muy oportunas para el quehacer científico.";
"Solo tengo un comentario, preguntan en cuántos artículos se es primer autor, pero no en cuantos se es autor para correspondencia y creo que también influyen las respuestas en esta última variable."",""880.9"","""",""13.53"",""6.92"",""17.22"",""10.96"",""13.3"",""18.32"",""28.37"",""12.21"",""21.37"",""11.91"",""9.17"",""11.97"",""147.2"",""13.62"","""",""26.47"",""12.11"",""40.23"",""41.37"",""10.36"",""162.71"",""111.42"",""140.16""";
"982,""2022-02-19 21:41:58"",""22"",""es"",""62097963"",""2022-02-19 21:36:50"",""2022-02-19 21:41:58"",""47"",""1"",""A57"",""A1"",""A3"",""5"",""A20"",""2"",""15"",""2"",""1"",""200"",""50"",""170"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"","""",""318.08"","""",""7.69"",""4.77"",""8.85"",""6.28"",""10.31"",""13.99"",""11.14"",""5.69"",""8.17"",""4.89"",""4.95"",""8.67"",""8.75"",""10.34"","""",""7.79"",""8.04"",""18.98"",""17.19"",""10.34"",""47.21"",""87.7"",""6.34""";
"983,""2022-02-20 13:23:02"",""22"",""es"",""2124409169"",""2022-02-20 13:14:17"",""2022-02-20 13:23:02"",""40"",""0"",""A139"",""A2"",""A3"",""10"",""A10"",""1"",""7"",""1"",""1"",""5"",""3"",""5"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A1"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"","""",""534.91"","""",""10.3"",""5.14"",""20.07"",""8.7"",""11.55"",""9.98"",""14.46"",""7.31"",""13.01"",""6.47"",""5.42"",""8.79"",""10.86"",""11.66"","""",""23.51"",""13.3"",""28.27"",""26.96"",""25.85"",""143.03"",""122.62"",""7.65""";
"984,""2022-02-20 19:09:14"",""22"",""es"",""204213739"",""2022-02-20 18:35:07"",""2022-02-20 19:09:14"",""30"",""1"",""A45"",""A1"",""A4"",""6"",""A7"",""1"",""5"",""1"",""2"",""3"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""Considero que divulgar los resultados de esta investigación en bases de datos gratuitas podría ayudar a jóvenes investigadores. "",""2057.44"","""",""14.16"",""9.89"",""20.59"",""13.34"",""36.14"",""14.94"",""19.98"",""13.8"",""17.91"",""11.11"",""11.1"",""15.06"",""16.25"",""1024.95"","""",""30.07"",""20.8"",""40.39"",""39.75"",""24.29"",""195.39"",""345.65"",""121.88""";
"985,""2022-02-21 00:23:21"",""22"",""es"",""33196503"",""2022-02-21 00:07:58"",""2022-02-21 00:23:21"",""56"",""1"",""A57"",""A1"","""",""8"",""A20"",""2"",""30"",""2"",""1"",""82"",""11"",""72"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""A2"",""A2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""936.3"","""",""7.83"",""3.66"",""9.54"",""6.41"",""19.45"",""37.45"",""6.69"",""8.8"",""19.59"",""4.8"",""4.77"",""98.93"",""89.37"",""197.74"","""",""11.88"",""8.26"",""18.45"",""37.76"",""8.18"",""137.4"",""193.52"",""5.82""";
"986,""2022-02-21 00:49:18"",""22"",""es"",""1477016035"",""2022-02-21 00:36:27"",""2022-02-21 00:49:18"",""32"",""1"",""A189"",""A1"",""A3"",""6"",""A25"",""2"",""3"",""2"",""2"",""3"",""2"",""3"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""783.55"","""",""15.21"",""5.85"",""28.25"",""33.88"",""11.06"",""18.95"",""14.27"",""12.43"",""11.93"",""10.65"",""5.68"",""6.84"",""9.8"",""27.4"","""",""28.14"",""23.75"",""32.23"",""26.71"",""14.59"",""213.95"",""201.9"",""30.08""";
"987,""2022-02-21 00:47:42"",""22"",""es"",""635799092"",""2022-02-21 00:41:19"",""2022-02-21 00:47:42"",""26"",""1"",""A139"",""A1"",""A2"",""1"",""A4"",""2"",""1"",""1"",""1"",""3"",""1"",""3"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""392.92"","""",""8.38"",""4.23"",""9.96"",""9.12"",""5.45"",""6.27"",""15.56"",""8.5"",""9.57"",""5.27"",""5.27"",""4.69"",""6"",""9.63"","""",""25.29"",""11.31"",""33.04"",""19.15"",""7.63"",""176.82"",""3.84"",""7.94""";
"988,""2022-02-21 05:11:23"",""22"",""es"",""1024488391"",""2022-02-21 05:01:39"",""2022-02-21 05:11:23"",""35"",""1"",""A39"",""A2"",""A2"",""0"",""A10"",""2"",""10"",""2"",""2"",""11"",""4"",""1"",""2"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""594.05"","""",""8.57"",""5.52"",""8.93"",""9.06"",""8.82"",""12.84"",""26.3"",""11.23"",""13.21"",""5.73"",""7"",""69.12"",""31.76"",""13.03"","""",""33"",""13.29"",""51.4"",""29.49"",""14.61"",""143.83"",""67.54"",""9.77""";
"989,""2022-02-21 12:21:44"",""22"",""es"",""1499077726"",""2022-02-21 12:06:40"",""2022-02-21 12:21:44"",""35"",""1"",""A186"",""A1"",""A2"",""0"",""A4"",""2"",""10"",""1"",""1"",""12"",""8"",""4"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A1"",""A1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""915.68"","""",""9.56"",""4.85"",""20.2"",""11.33"",""16.35"",""14.59"",""43.53"",""11.49"",""15.73"",""9.95"",""8.28"",""17.92"",""13.42"",""13.62"","""",""33.7"",""15.48"",""56.18"",""68.24"",""11.67"",""259.9"",""243.51"",""16.18""";
"990,""2022-02-21 15:48:39"",""22"",""es"",""45017575"",""2022-02-21 15:40:24"",""2022-02-21 15:48:39"",""51"",""1"",""A36"",""A2"",""A3"",""25"",""A25"",""1"",""16"",""2"",""2"",""166"",""80"",""130"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"","""",""502.57"","""",""8.05"",""4.23"",""11.12"",""5.07"",""6.45"",""9.4"",""10.91"",""5.45"",""44.76"",""8.25"",""4.06"",""11.24"",""25.44"",""17.63"","""",""19.16"",""7.51"",""32.58"",""24.43"",""8.31"",""102.08"",""132.05"",""4.39""";
"993,""2022-02-21 16:31:33"",""22"",""es"",""924616643"",""2022-02-21 16:25:42"",""2022-02-21 16:31:33"",""33"",""1"",""A58"",""A1"",""A4"",""5"",""A24"",""2"",""7"",""1"",""1"",""40"",""10"",""30"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""361.2"","""",""6.24"",""3.4"",""11.13"",""6.62"",""7.34"",""15.11"",""35.7"",""8.77"",""6.76"",""5.7"",""7.97"",""5.97"",""11.83"",""10.48"","""",""11.99"",""7.56"",""24.12"",""14.21"",""5.15"",""98.21"",""42.13"",""14.81""";
"994,""2022-02-21 20:27:40"",""22"",""es"",""632257072"",""2022-02-21 20:21:15"",""2022-02-21 20:27:40"",""57"",""1"",""A57"",""A2"",""A1"",""12"",""A20"",""2"",""5"",""2"",""2"",""8"",""6"",""4"",""2"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""2"",""A3"",""A2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""LA MAYORÍA DE LO QUE SE PUBLICA ES BASURA Y TOTALMENTE PRESCINDIBLE. Se debería repensar todo el sistema porque no se busca el conocimiento-la investigación- la ciencia sino es el afán de publicar por publicar. Vivimos en un sinsentido. Saludos cordiales,"",""397.2"","""",""6.79"",""5.64"",""14.19"",""5.2"",""10.04"",""9.47"",""10.78"",""5.41"",""8.56"",""4.75"",""4.38"",""6.93"",""8.55"",""12.42"","""",""22.4"",""7.89"",""36.07"",""16.88"",""8.95"",""55.81"",""61.31"",""74.78""";
"995,""2022-02-21 20:55:05"",""22"",""es"",""1752652720"",""2022-02-21 20:46:03"",""2022-02-21 20:55:05"",""49"",""0"",""A10"",""A1"",""A3"",""15"",""A8"",""1"",""22"",""1"",""1"",""56"",""45"",""50"",""2"",""2"",""1"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""A3"",""A2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""2"","""",""554.13"","""",""12.95"",""4.52"",""8.26"",""7.16"",""8.79"",""15.13"",""13.79"",""8.84"",""12.12"",""6.57"",""5.91"",""8.96"",""18.34"",""15.98"","""",""27.85"",""11.47"",""40.66"",""18.82"",""12.59"",""156.89"",""123.03"",""15.5""";
"997,""2022-02-21 22:11:28"",""22"",""es"",""1485686960"",""2022-02-21 21:41:48"",""2022-02-21 22:11:28"",""43"",""1"",""A45"",""A1"",""A3"",""21"",""A26"",""1"",""20"",""1"",""1"",""98"",""49"",""96"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""A3"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1787.49"","""",""16.84"",""27.08"",""13.99"",""12.58"",""14.11"",""13.29"",""401.64"",""530.19"",""19.51"",""9.31"",""74.76"",""11.04"",""63.03"",""13.16"","""",""29.47"",""151.45"",""163.25"",""16.3"",""34.08"",""82.31"",""81.38"",""8.72""";
"1001,""2022-02-23 01:48:03"",""22"",""es"",""894984022"",""2022-02-23 01:38:21"",""2022-02-23 01:48:03"",""50"",""1"",""A139"",""A1"",""A3"",""25"",""A10"",""1"",""22"",""1"",""1"",""60"",""50"",""6"",""2"",""1"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""A2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""590.83"","""",""9.74"",""9.01"",""16.84"",""9.61"",""11.41"",""13.6"",""19.21"",""12.08"",""20.09"",""12.67"",""6.1"",""16.06"",""14.61"",""23.01"","""",""22.45"",""20.97"",""46.57"",""23.07"",""11.63"",""149.09"",""113.87"",""9.14""";
"1002,""2022-02-23 03:12:16"",""22"",""es"",""597745381"",""2022-02-23 03:02:47"",""2022-02-23 03:12:16"",""41"",""1"",""A36"",""A2"",""A3"",""14"",""A10"",""1"",""12"",""1"",""1"",""97"",""22"",""79"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""580.52"","""",""9.48"",""6.77"",""11.06"",""8.02"",""9.83"",""15.29"",""23.75"",""8.58"",""9.42"",""8.44"",""6.74"",""80.54"",""58.58"",""12.6"","""",""18.22"",""14.31"",""30.81"",""25.91"",""17.5"",""95.55"",""102.5"",""6.62""";
"1003,""2022-02-23 13:32:45"",""22"",""es"",""1211252217"",""2022-02-23 13:21:50"",""2022-02-23 13:32:45"",""49"",""0"",""A57"",""A2"",""A3"",""25"",""A11"",""1"",""19"",""1"",""1"",""50"",""20"",""35"",""2"",""1"",""2"",""2"",""2"",""A3"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""A3"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""666.26"","""",""7.49"",""3.88"",""36.52"",""19.85"",""10.66"",""16.71"",""37.21"",""7.7"",""21.37"",""5.08"",""3.58"",""24.87"",""11.71"",""15"","""",""20.83"",""15.64"",""49.62"",""45.27"",""12.19"",""164.38"",""131.44"",""5.26""";
"1004,""2022-02-23 14:09:49"",""22"",""es"",""2029050014"",""2022-02-23 13:48:26"",""2022-02-23 14:09:49"",""38"",""0"",""A10"",""A1"",""A3"",""10"",""A4"",""2"",""12"",""2"",""1"",""3"",""3"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Una gran limitación en el proceso de publicación es que el lenguaje de uso universal no es el de la lengua madre de los autores"",""1292.04"","""",""9.32"",""8.59"",""10.75"",""9.04"",""16.67"",""15.05"",""13.28"",""13.43"",""25.88"",""13.24"",""8.23"",""9.86"",""9.99"",""11.13"","""",""16.21"",""16.38"",""108.75"",""92.57"",""16.61"",""182.9"",""202.27"",""481.89""";
"1005,""2022-02-23 22:47:51"",""22"",""es"",""1459659332"",""2022-02-23 22:37:18"",""2022-02-23 22:47:51"",""46"",""1"",""A36"",""A2"",""A3"",""13"",""A26"",""1"",""10"",""1"",""1"",""20"",""12"",""20"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""A4"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""641.89"","""",""10.23"",""4.03"",""9"",""4.91"",""7.57"",""11.2"",""45.34"",""9.32"",""21.92"",""6.7"",""7.09"",""8.28"",""12.39"",""9.52"","""",""22.31"",""10.05"",""31.57"",""23.98"",""11.25"",""205.64"",""164.5"",""5.09""";
