"id","edad","sex","tipouni","perfil","exed","acreedu","exin","acreinv","grupoinv","nart","autprin","njcr","nh1","nh2","nh5","nh3","nh4","pubnohh","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","priorpub","util","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","mp1","mp2","mp3","mp4","mp5","mp6","mp7","mp8","mp9","mp10","mp11","mp12","mp13","mp14","mp15","mp16","mp17","mp18","mp19","mp20","mp21","mp22","mp23","mp24","mp25","mp26","mp27","mp28","otro","pais.r","area.r"
609,59,"Hombre","Privada","Personal de investigación",20,1,30,1,1,230,150,140,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,0,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
612,36,"Hombre","Pública","Personal de investigación",0,0,10,1,1,27,8,27,1,0,0,0,0,"Sí",0,0,0,0,0,1,0,0,0,0,"Difundir","Aplicabilidad",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,"","España","Ciencias de la vida y médicas"
613,41,"Hombre","Pública","Personal docente e investigador",11,1,7,1,0,27,13,25,0,0,0,0,1,"Sí",0,1,1,0,1,0,0,0,0,0,"Difundir","Aplicabilidad",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","España","Ciencias naturales e ingeniería"
614,50,"Hombre","Privada","Personal de investigación",0,0,20,0,1,40,5,35,1,0,1,0,1,"Sí",1,1,1,1,0,1,1,1,1,1,"Requisitos","Aplicabilidad",1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,"","España","Ciencias de la vida y médicas"
615,53,"Hombre","Pública","Personal docente e investigador",25,1,25,1,1,56,4,56,0,0,0,0,1,"Sí",1,1,1,0,1,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,"","España","Ciencias de la vida y médicas"
616,41,"Mujer","Privada","Personal docente e investigador",7,0,16,0,1,14,11,9,0,0,1,0,0,"No lo tengo claro",0,0,0,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Respecto del personal de apoyo, como este personal es remunerado en mi país no se estila incluir en agradecimientos","Chile","Ciencias sociales y del comportamiento"
617,58,"Hombre","Pública","Personal docente",15,0,17,1,1,25,17,3,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,0,1,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Si bien no he realizado las prácticas mencionadas en las preguntas, la publicación de los artículos no repercute directamente en la carrera académica. Si conozco a varias personas que han realizado algunas de esas prácticas, como incluir a personas no vinculadas a la investigación, porque es requerido para un cambio de grado, o fondos para investigación. He sabido de primera mano de un caso en el que uno de los árbitros sugirió dividir el artículo en dos, e incluir su nombre en uno de ellos.
Considero que esta investigación es muy valiosa, puesto que existen numerosas prácticas que atentan contra la transparencia de las publicaciones, y es importante conocerlas y divulgarlas.","Uruguay","Ciencias sociales y del comportamiento"
618,38,"Mujer","Pública","Personal docente",10,0,2,0,0,5,3,1,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,0,1,"Descubrir","Aplicabilidad",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"","Ecuador","Ciencias de la vida y médicas"
619,45,"Mujer","Pública","Personal docente e investigador",12,1,15,1,1,110,30,110,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,0,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Chile","Ciencias de la vida y médicas"
620,39,"Mujer","Privada","Personal docente e investigador",17,1,17,1,1,26,12,26,1,0,0,0,0,"Sí",0,1,1,1,1,1,1,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Colombia","Ciencias naturales e ingeniería"
622,45,"Hombre","Pública","Personal docente e investigador",20,1,15,1,1,35,5,35,1,0,0,0,0,"Sí",0,0,0,0,1,1,0,0,1,0,"Difundir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
623,59,"Hombre","Privada","Personal docente e investigador",20,1,20,1,1,33,10,30,1,0,0,0,0,"Sí",1,1,1,1,1,0,0,0,1,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Publish or perish. O entras en el juego o no tienes futuro...","España","Ciencias de la vida y médicas"
625,57,"Hombre","Pública",NA,12,1,35,0,1,180,60,170,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,0,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
626,60,"Hombre","Pública","Personal docente e investigador",40,1,39,1,1,185,102,185,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"","México","Ciencias de la vida y médicas"
627,44,"Hombre","Pública","Personal docente e investigador",10,1,20,1,1,152,65,149,0,1,0,0,0,"No",0,0,0,1,0,1,1,0,1,0,"Difundir","Conocimiento",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,"","Chile","Ciencias naturales e ingeniería"
630,38,"Mujer","Privada","Estudiante de doctorado",3,0,3,1,1,1,1,1,1,0,1,0,0,"No lo tengo claro",0,0,0,0,1,1,0,0,0,0,"Descubrir","Conocimiento",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"","Chile","Arte y humanidades"
631,32,"Hombre","Pública","Personal docente",7,1,5,0,0,10,1,4,1,0,0,0,0,"Sí",1,0,0,1,0,0,1,0,1,1,"Resolver","Aplicabilidad",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
632,35,"Mujer","Pública","Personal docente e investigador",7,1,9,1,1,16,4,13,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,1,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
634,49,"Hombre",NA,"Personal de investigación",0,0,25,0,1,22,11,15,1,0,0,0,0,"Sí",0,0,0,1,0,1,0,1,1,1,"Descubrir","Conocimiento",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Muy oportuna esta investigación, pero ya de entrada hay un sesgo que excluye a los investigadores independientes, ese es mi caso actual, soy inmigrante y continuo de forma independiente mis investigaciones, generando mis recursos e incluso publicando. Pareciese que la academia es renuente a aceptar que el avance de las ciencias no depende de un monopolio académico.  ","México","Ciencias naturales e ingeniería"
635,58,"Mujer","Pública","Personal de investigación",15,1,18,1,1,82,10,81,1,0,0,0,0,"Sí",0,0,0,1,1,1,0,1,0,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
636,58,"Hombre","Pública","Personal docente e investigador",30,1,30,1,1,235,165,58,0,1,0,0,0,"Sí",0,1,0,0,0,1,1,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"","México","Ciencias naturales e ingeniería"
637,39,"Mujer","Pública","Personal docente e investigador",12,1,5,1,0,5,0,2,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,0,1,0,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Interesante lo de la investigación cuando no se acepta la hipótesis, es un deseo de los investigadores ser optimistas y que los indicadores estadísticos muestren resultados esperados, pero es útil descartar soluciones, sabiendo que esa no es la vía de solución. ","Ecuador","Ciencias sociales y del comportamiento"
639,55,"Hombre","Pública","Personal docente e investigador",30,1,30,1,1,385,70,360,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,1,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Mi campo de investigación es SALUD PÚBliCA, opción no disponible en la lista (he marcado Medicina).
","España","Ciencias de la vida y médicas"
641,56,"Mujer","Pública","Personal docente e investigador",17,1,20,1,1,30,15,18,1,0,0,0,0,"Sí",0,1,0,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"La investigación requiere de madurez, perseberancia, honestidad, tolerancia a la crítica y otras carcaterísticas, por lo que se requiere de fortaleza y equilibrio mental que permita permancer y reconocer que se obtienen resultados y nuevas preguntas de investigación cada vez que se termina un proyecto. La competencia de las revistas, el deseo de captar dinero, la inmadurez de los científicos, etc. ha hecho que muchas personas que se dedican a la investigación o intentan hacerlo, apliquen prácticas poco honestas en su día a día y eso deteriorer la credibilidad de los resultados de investigación que se encuentran publicados.","Colombia","Ciencias naturales e ingeniería"
642,45,"Hombre","Pública","Personal docente e investigador",6,0,6,1,1,25,23,23,1,0,0,0,1,"No lo tengo claro",0,1,1,1,1,1,1,0,0,1,"Descubrir","Aplicabilidad",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"","México","Ciencias naturales e ingeniería"
644,55,"Hombre","Pública","Personal docente e investigador",24,1,32,1,1,132,44,122,1,0,0,0,0,"Sí",0,0,1,1,1,1,1,0,0,1,"Descubrir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
646,45,"Hombre","Pública","Personal docente e investigador",7,1,7,1,1,30,17,10,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,0,1,"Descubrir","Aplicabilidad",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"","Colombia","Ciencias naturales e ingeniería"
647,73,"Hombre","Pública","Personal docente e investigador",40,1,40,1,1,270,180,180,0,1,0,0,0,"No",0,0,0,0,0,1,0,0,0,1,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,"","Chile","Ciencias de la vida y médicas"
648,61,"Hombre","Pública","Personal docente e investigador",22,1,6,1,1,40,16,40,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,1,0,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,"","Perú","Ciencias sociales y del comportamiento"
649,36,"Hombre","Privada","Personal docente e investigador",8,0,7,1,1,13,7,13,0,1,0,0,1,"No",0,0,0,0,1,1,0,1,0,0,"Descubrir","Conocimiento",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,"Valdría la pena considerar la opción de publicar en revistas de acceso abierto con rápida respuesta en la revisión como una mala práctica para la publicación de articulos.","México","Ciencias naturales e ingeniería"
650,44,"Hombre","Pública","Personal de investigación",0,1,18,1,1,127,45,78,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,"","España","Ciencias naturales e ingeniería"
651,43,"Mujer","Pública","Personal docente e investigador",20,0,20,1,1,18,5,9,1,0,0,0,0,"Sí",0,0,0,1,0,1,0,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,"","Cuba","Ciencias naturales e ingeniería"
652,58,"Hombre","Pública","Personal docente e investigador",39,1,34,1,1,54,10,54,1,0,0,0,1,"Sí",0,0,0,1,0,1,1,0,0,0,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"","Argentina","Ciencias de la vida y médicas"
653,66,"Hombre","Privada","Personal docente e investigador",40,1,40,1,1,60,30,55,1,0,0,0,0,"Sí",0,0,1,1,1,1,1,0,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Chile","Ciencias naturales e ingeniería"
655,38,"Hombre","Pública","Personal docente e investigador",7,1,7,1,1,32,17,30,0,1,0,0,1,"No",0,0,0,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"El estudio es interesante, considero que debieron abordar también aspectos relacionados con la tendencia actual del alto costo de publicación en las revistas Open Access. En muchos países existen limitaciones en el financiamiento a la investigación, y una práctica común es la incorporación de muchos autores en los manuscritos científicos para dividir el costo de la publicación (50% del costo es absorbido por el primer autor y el autor para correspondencia, y el otro 50% por los demás autores).

Las pocas revistas que no cobran por publicar tienen tiempos muy largos de espera para la primera decisión. ","México","Ciencias naturales e ingeniería"
656,31,"Mujer","Pública","Personal de investigación",0,0,7,1,1,5,3,3,0,0,1,0,0,"No lo tengo claro",0,0,0,1,0,1,1,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,"","Cuba","Ciencias naturales e ingeniería"
657,55,"Mujer","Privada","Personal docente e investigador",22,1,10,1,1,20,18,20,1,0,0,0,0,"Sí",0,1,1,0,1,0,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,"","Perú","Ciencias sociales y del comportamiento"
658,68,"Hombre","Privada","Personal de investigación",35,1,35,1,1,85,49,85,1,0,0,0,0,"Sí",0,0,0,1,1,0,1,0,0,1,"Resolver","Aplicabilidad",0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Gracias por la oportunidad de participar en esta interesante encuesta. Noté que entre los propósitos de publicar en revistas científicas no está la que es a mi juicio quizás la principal: validar los métodos y resultados de investigación entre pares.
","México","Ciencias sociales y del comportamiento"
661,35,"Hombre","Pública","Personal docente e investigador",5,1,5,1,1,10,7,9,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias sociales y del comportamiento"
662,34,"Hombre","Pública","Estudiante de doctorado",0,0,10,1,1,7,3,6,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,"Mucha de la mala praxis en investigación se relaciona con la hiper-relevancia del factor de impacto. De esta forma, se favorece a un investigador cuando publica mucho y en revistas ISI, no a publicaciones cuya elaboración tomó años y resulta un aporte trascendental, más allá de que el investigador haya publicado un artículo científico en un año específico. De esta forma, se prioriza cantidad por sobre calidad, bajando así el aporte de las publicaciones a la resolución de problemas.","Chile","Ciencias naturales e ingeniería"
663,31,"Mujer","Privada",NA,0,0,2,1,1,5,3,2,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,0,0,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Colombia","Ciencias de la vida y médicas"
664,42,"Hombre","Pública",NA,3,0,21,1,0,15,5,5,1,0,0,0,0,"Sí",0,0,0,1,0,0,0,0,0,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"SIMPLEMENTE GRACIAS","Perú","Ciencias de la vida y médicas"
665,28,"Hombre",NA,"Personal de investigación",4,1,10,1,0,25,24,0,0,0,1,0,0,"Sí",0,0,0,1,0,1,0,1,1,1,"Descubrir","Conocimiento",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,"","Venezuela","Ciencias sociales y del comportamiento"
667,63,"Hombre","Pública","Personal docente",15,1,15,1,0,5,5,5,0,1,0,0,0,"No",0,0,1,1,1,1,1,1,1,1,"Difundir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Falta incluir una pregunta sobre el financiamiento de la investigación","Perú","Ciencias sociales y del comportamiento"
668,28,"Mujer","Pública","Personal docente e investigador",4,0,4,1,1,11,9,3,0,1,0,0,0,"Sí",0,0,0,0,0,0,1,0,0,0,"Resolver","Aplicabilidad",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,"Considero que en toda investigación se debe hacer un estudio profundo del tema, buscar información, intercambiar con personas de experiencia y citar en el artículo a todas las personas que contribuyeron con la realización del trabajo ","Cuba","Ciencias de la vida y médicas"
669,42,"Hombre","Pública","Personal docente e investigador",6,1,16,1,1,28,8,28,1,0,0,0,0,"Sí",0,0,1,1,1,1,0,1,1,1,"Descubrir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,"","Argentina","Ciencias de la vida y médicas"
670,30,"Hombre","Pública","Personal de investigación",1,0,7,0,1,7,4,5,1,0,0,0,0,"Sí",0,1,1,0,0,1,1,1,0,1,"Descubrir","Aplicabilidad",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Colombia","Ciencias naturales e ingeniería"
671,43,"Hombre","Pública","Personal de investigación",0,1,20,1,1,15,10,15,1,0,0,0,0,"Sí",0,0,1,1,0,1,1,1,1,1,"Difundir","Conocimiento",0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,"En la ciencias biologicas, hay muchos inconvenientes y problemas inesperados, entonces hay que ser un poco flexible y adaptarse para poder entender y publicar los resultados. Todos los experimentos se deberian publicar, pero para communicar bien los resultados, se tiene que contar un cuento claro y interesante - cambiar la hipotesis, botar datos irrelevantes o cambiar la interpretacion de los resultados es necesario para tener un cuento claro y interesante. ","Colombia","Ciencias naturales e ingeniería"
672,39,"Mujer","Privada","Personal docente e investigador",13,1,11,1,1,10,8,10,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Resolver","Conocimiento",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,"La investigación debería hacerse para brindar un aporte a la sociedad y a mejorar el mundo, no por estatus o ego, pero los sistemas de publicaciones y los estándares de las universidades llevan a muchos a publicar cualquier cosa  sin criterio ético y solo por el estatus.","Perú","Ciencias sociales y del comportamiento"
674,52,"Mujer","Pública","Personal docente e investigador",17,1,22,0,1,45,7,44,1,0,0,0,0,"Sí",0,0,1,0,0,1,1,1,1,1,"Resolver","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"Gracias por la invitación. Considero que las últimas preguntas no me quedaron claros algunos enunciados, por lo cual no siento que haya contestado con certeza","Costa Rica","Ciencias de la vida y médicas"
675,63,"Mujer","Privada","Personal docente e investigador",26,1,15,1,1,20,15,15,0,1,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"XXX","Colombia","Ciencias de la vida y médicas"
676,42,"Mujer","Pública","Personal docente e investigador",15,1,10,1,1,10,9,3,1,0,0,0,0,"Sí",0,0,1,0,0,1,1,1,1,1,"Difundir","Conocimiento",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,"","Perú","Ciencias naturales e ingeniería"
677,41,"Hombre","Pública","Personal docente",5,1,20,1,0,20,6,20,1,0,0,0,1,"Sí",0,1,1,0,0,0,0,0,1,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
